commentid,contents,point,username,profile,profileStatus,photoCnt,likeCnt,kakaoMapUserId,photoList,ownerReply,strengths,userCommentCount,userCommentAverageScore,myStorePick,level,date,isMy,isBlock,isEditable,isMyLike,thumbnail,booking,target,preprocessed_comment
6931052,"영등포 건대 홍대 가봤는데 그 중 최고입니다
직원 친절도 최강 ",5,냠냠,http://t1.daumcdn.net/local/kakaomapPhoto/profile/aa0dc409d160f32573471bd11257d831b79a1805?original,S,0,0,1283949848,[],{},,36,3.0,False,"{'nowLevel': 15, 'badge': '02'}",2023.01.29.,False,False,False,False,,,0,영등포 건대 홍대 가봤는데 그 중 최고입니다직원 친절도 최강 
6744815,"직원분들이 친절하시고 시설도 너무 잘 되어있어요 
소스도 맛있고 국물도 맛있어요",5,포로포로,http://t1.daumcdn.net/local/kakaomapPhoto/profile/7ce9a04e6d641ae56fc0bdc2a0bdd37fa05019d9?original,S,1,0,2227797297,"[{'url': 'http://t1.daumcdn.net/local/kakaomapPhoto/review/24d6129aa3a59aebcad92af0c13bf3c4c239e110?original', 'near': False}]",{},"[{'id': 5, 'name': '맛'}, {'id': 2, 'name': '친절'}]",21,4.5,False,"{'nowLevel': 14, 'badge': '02'}",2022.12.25.,False,False,False,False,http://t1.daumcdn.net/local/kakaomapPhoto/review/24d6129aa3a59aebcad92af0c13bf3c4c239e110?original,,0,직원분들이 친절하시고 시설도 너무 잘 되어있어요 소스도 맛있고 국물도 맛있어요
6725707,"명동, 영등포 지점에 있었던 우설이 없어서 아쉬움",2,🐒,http://th-p.talk.kakao.co.kr/th/talkp/wkPwKqBWr3/eRO7OWfd6QbNEfHINndaJK/vbquzq.jpg,S,0,2,770962564,[],{},,146,2.1,False,"{'nowLevel': 34, 'badge': '03'}",2022.12.21.,False,False,False,False,,,2,명동 영등포 지점에 있었던 우설이 없어서 아쉬움
6141354,"첫 훠궈였는데 너무 만족했다
소스 만들 때는 아이로 돌아간 기분

선택지가 가히 중식계의 서브웨이가 아니던가
초심자는 반드시 경력자를 동반할것",4,춘배,http://t1.daumcdn.net/local/kakaomapPhoto/profile/bef061b4bf551106335b93f153a8b884de2b1801?original,S,1,0,1197775508,"[{'url': 'http://t1.daumcdn.net/local/kakaomapPhoto/review/9dce49d78ffd5ddf5d2bdc63a7a2a219cce79887?original', 'near': False}]",{},,44,4.4,False,"{'nowLevel': 25, 'badge': '02'}",2022.11.04.,False,False,False,False,http://t1.daumcdn.net/local/kakaomapPhoto/review/9dce49d78ffd5ddf5d2bdc63a7a2a219cce79887?original,,0,첫 훠궈였는데 너무 만족했다소스 만들 때는 아이로 돌아간 기분선택지가 가히 중식계의 서브웨이가 아니던가초심자는 반드시 경력자를 동반할것
6266826,"세 번째 방문~

바닥에 물이 있어서 닦고 계셨는데 제가 그걸 못 보고 물 밟고 넘어졌어요 ㅋ 수치플

",5,현,,S,2,0,1193711906,"[{'url': 'http://t1.daumcdn.net/local/kakaomapPhoto/review/9e6c472c78099f43771917ddca2adc2245a63364?original', 'near': True}, {'url': 'http://t1.daumcdn.net/local/kakaomapPhoto/review/994524270dbd3de40b4fce0342613b44931123ca?original', 'near': True}]",{},,57,4.0,False,"{'nowLevel': 26, 'badge': '02'}",2022.10.20.,False,False,False,False,http://t1.daumcdn.net/local/kakaomapPhoto/review/9e6c472c78099f43771917ddca2adc2245a63364?original,,0,세 번째 방문바닥에 물이 있어서 닦고 계셨는데 제가 그걸 못 보고 물 밟고 넘어졌어요 ㅋ 수치플
6412570,정말 친절하고 감동,5,루,http://t1.daumcdn.net/local/kakaomapPhoto/profile/697ee99d5f64a84ee7f65a806b17601951597c84?original,S,0,0,1596084436,[],{},,58,3.9,False,"{'nowLevel': 21, 'badge': '02'}",2022.10.19.,False,False,False,False,,,0,정말 친절하고 감동
6208391,하이디라오는 사랑입니다,5,오리너굴,http://t1.daumcdn.net/local/kakaomapPhoto/profile/bb16efc0cbfbe756f246693c1230c606e562806d?original,S,0,0,2361479713,[],{},,138,4.5,False,"{'nowLevel': 32, 'badge': '03'}",2022.09.11.,False,False,False,False,,,0,하이디라오는 사랑입니다
6144776,취향이신 분들은 잘 맞을듯 한 맛이지만.. 가격에 비해 그닥 먹을 만한게 없었...,2,와우산토박이,,S,0,1,1163783824,[],{},"[{'id': 3, 'name': '분위기'}]",16,3.5,False,"{'nowLevel': 11, 'badge': '02'}",2022.08.29.,False,False,False,False,,,2,취향이신 분들은 잘 맞을듯 한 맛이지만 가격에 비해 그닥 먹을 만한게 없었
6107111,"매장도 청결하고 쾌적하고 
소스종류도 많아서 내맘대로 만들수있어서 너무신났어요!
그리고 매장이 이렇게 큰줄 몰랐어요!
네일아트도 예약하면 서비스로 해주더라구요
또 직원분들 모두 서비스가 프로페셔널합니다,
먹는내내 부모님도 모시고 함께와야겠단 생각이 들었어요
먹는내내 저희테이블 신경써주신 서비스팀 곽자욱님께
정말 너무 감사해요~~~:)
기분좋게 돈내고 갑니다~~~~~:)",5,"으헴,",http://t1.daumcdn.net/local/kakaomapPhoto/profile/efb10abc66612bb35161b4a2b8fa312100bb76a4?original,S,1,0,1594131260,"[{'url': 'http://t1.daumcdn.net/local/kakaomapPhoto/review/3bf2389a1759b5bacb5ab15fc42b80c842c9cc37?original', 'near': False}]",{},"[{'id': 5, 'name': '맛'}, {'id': 1, 'name': '가성비'}, {'id': 2, 'name': '친절'}, {'id': 3, 'name': '분위기'}]",7,3.3,False,"{'nowLevel': 8, 'badge': '01'}",2022.08.23.,False,False,False,False,http://t1.daumcdn.net/local/kakaomapPhoto/review/3bf2389a1759b5bacb5ab15fc42b80c842c9cc37?original,,0,매장도 청결하고 쾌적하고 소스종류도 많아서 내맘대로 만들수있어서 너무신났어요그리고 매장이 이렇게 큰줄 몰랐어요네일아트도 예약하면 서비스로 해주더라구요또 직원분들 모두 서비스가 프로페셔널합니다먹는내내 부모님도 모시고 함께와야겠단 생각이 들었어요먹는내내 저희테이블 신경써주신 서비스팀 곽자욱님께정말 너무 감사해요기분좋게 돈내고 갑니다
6024946,맛은 있는데 비싸다,4,강민서,,S,0,0,1364601646,[],{},,129,4.7,False,"{'nowLevel': 12, 'badge': '02'}",2022.08.11.,False,False,False,False,,,0,맛은 있는데 비싸다
6022973,재미있었어요!! 훠궈도 맛있게 먹고 갑니다,4,지현,http://t1.daumcdn.net/local/kakaomapPhoto/profile/4ad96292993811bfb71a56f3539aadead02975e81e8e1db32b6b99ece3ac0a51,S,0,0,1390510434,[],{},,166,4.5,False,"{'nowLevel': 25, 'badge': '02'}",2022.08.11.,False,False,False,False,,,0,재미있었어요 훠궈도 맛있게 먹고 갑니다
5986419,배부르게 잘 먹었어요 갑자기 네일아트도 해서 재밌었음,5,방구,http://t1.daumcdn.net/local/kakaomapPhoto/profile/6160ecdd1b8f91544021a6110bdbd1bca7544602?original,S,0,0,1111298438,[],{},,7,4.4,False,"{'nowLevel': 6, 'badge': '01'}",2022.08.06.,False,False,False,False,,,0,배부르게 잘 먹었어요 갑자기 네일아트도 해서 재밌었음
5914398,"알바 한분이 처음이신 것인지 조금 우당탕탕 하시긴 했지만, 그럴 수도 있는 거고! 우선 너무 맛있었고 직원 분들도 친절하셨음 ! 다만 대기가 너무 길고 부산스러운 것도 맞아요 ㅠㅠ 그래도 저는 재 방문 의사 있습니다 ~!!",4,maratang🥣,http://t1.daumcdn.net/local/kakaomapPhoto/profile/98ab1e4c40f77ef67b64a687309d53ad7fcabf2f7fcfeec4438f6a7a7fadb9db,S,0,0,1034640821,[],{},,146,4.4,False,"{'nowLevel': 28, 'badge': '02'}",2022.07.26.,False,False,False,False,,,0,알바 한분이 처음이신 것인지 조금 우당탕탕 하시긴 했지만 그럴 수도 있는 거고 우선 너무 맛있었고 직원 분들도 친절하셨음  다만 대기가 너무 길고 부산스러운 것도 맞아요 ㅠㅠ 그래도 저는 재 방문 의사 있습니다 
5790712,"대기시간이 너무 길다
부산하고 정신없음",3,식꽥,http://t1.daumcdn.net/local/kakaomapPhoto/profile/60f0a955007cf618a9aed770dd51135fd97ad735?original,S,2,0,1097368711,"[{'url': 'http://t1.daumcdn.net/local/kakaomapPhoto/review/51847ff02aa0d8239eba2a00b00464fa5841ea2d?original', 'near': False}, {'url': 'http://t1.daumcdn.net/local/kakaomapPhoto/review/78078ad3514f1b8a006044a2014d7969cfabdce0?original', 'near': False}]",{},,617,3.5,False,"{'nowLevel': 74, 'badge': '04'}",2022.07.04.,False,False,False,False,http://t1.daumcdn.net/local/kakaomapPhoto/review/51847ff02aa0d8239eba2a00b00464fa5841ea2d?original,,1,대기시간이 너무 길다부산하고 정신없음
5770066,언제가도 항상 친절해서 좋아요 ,5,애효,http://t1.daumcdn.net/local/kakaomapPhoto/profile/e40dfb6cc6ec4d6af01617840708f26481948d52?original,S,1,0,1034672488,"[{'url': 'http://t1.daumcdn.net/local/kakaomapPhoto/review/70eb8a85885c7b3d893d1a77e8bbed4a2a140105?original', 'near': False}]",{},,17,4.5,False,"{'nowLevel': 11, 'badge': '02'}",2022.07.01.,False,False,False,False,http://t1.daumcdn.net/local/kakaomapPhoto/review/70eb8a85885c7b3d893d1a77e8bbed4a2a140105?original,,0,언제가도 항상 친절해서 좋아요 
5749572,완벽했습니다! 직원 분들도 친절하시고(좀 과할 정도로 친절해서 부담이 됐을 정도...;;) 시킨 메뉴도 정갈하게 잘 나오고 특히 특제면 퍼포먼스가 꽤 기억에 났습니다. 맛은 그냥 하이디라오맛! 다만 물가때문에 가격이 오른 듯하여 그게 좀 슬펐습니다...ㅜ,5,미꾸라지,http://t1.daumcdn.net/local/kakaomapPhoto/profile/1a38a6db7b47d013046962fee37b2b705fca1ce2?original,S,0,0,2043755665,[],{},,19,3.4,False,"{'nowLevel': 15, 'badge': '02'}",2022.06.27.,False,False,False,False,,,0,완벽했습니다 직원 분들도 친절하시고좀 과할 정도로 친절해서 부담이 됐을 정도 시킨 메뉴도 정갈하게 잘 나오고 특히 특제면 퍼포먼스가 꽤 기억에 났습니다 맛은 그냥 하이디라오맛 다만 물가때문에 가격이 오른 듯하여 그게 좀 슬펐습니다ㅜ
5597827,돈 값 하는 맛과 서비스라고 생각합니다 홍대점만 3번 넘게 방문했지만 항상 만족스러워요!,5,마라숭이,http://t1.daumcdn.net/local/kakaomapPhoto/profile/a2c941df7ef1d698df51e188ed535c9ccfdc6480?original,S,1,0,1783424999,"[{'url': 'http://t1.daumcdn.net/local/kakaomapPhoto/review/8b0a873f1d9e7340765f63ee874a98d0eb05279e?original', 'near': False}]",{},,48,4.5,False,"{'nowLevel': 23, 'badge': '02'}",2022.05.30.,False,False,False,False,http://t1.daumcdn.net/local/kakaomapPhoto/review/8b0a873f1d9e7340765f63ee874a98d0eb05279e?original,,0,돈 값 하는 맛과 서비스라고 생각합니다 홍대점만 번 넘게 방문했지만 항상 만족스러워요
5526160,서비스도 넘 좋고 맛있네요. 따로 말씀 안드려도 중간중간에 테이블에 휴지 그릇 치워주셔서 좋았어요.,5,.,http://t1.daumcdn.net/local/kakaomapPhoto/profile/f12323dfcd9476c4e8a993e7724085588f312fc2?original,S,1,0,1170861433,"[{'url': 'http://t1.daumcdn.net/local/kakaomapPhoto/review/eb9225ef1eb17c622b8e876b86f6656cba6ebecd?original', 'near': False}]",{},,19,4.2,False,"{'nowLevel': 13, 'badge': '02'}",2022.05.17.,False,False,False,False,http://t1.daumcdn.net/local/kakaomapPhoto/review/eb9225ef1eb17c622b8e876b86f6656cba6ebecd?original,,0,서비스도 넘 좋고 맛있네요 따로 말씀 안드려도 중간중간에 테이블에 휴지 그릇 치워주셔서 좋았어요
5451122,쥰내맛있음 &hellip;.. 소스 극락으로 만들면 극락이에요,4,먹잘알,http://t1.daumcdn.net/local/kakaomapPhoto/profile/54b5e211f23f74efae6b29b2b7f7558da2e9525c?original,S,0,0,1215000562,[],{},,42,4.1,False,"{'nowLevel': 22, 'badge': '02'}",2022.05.04.,False,False,False,False,,,0,쥰내맛있음  소스 극락으로 만들면 극락이에요
5412354,"굿뜨, 맛있어요",5,나는파이리가좋아,,S,0,0,2017769406,[],{},,174,4.4,False,"{'nowLevel': 26, 'badge': '02'}",2022.04.27.,False,False,False,False,,,0,굿뜨 맛있어요
5364029,"요즘 어머니와 주말마다 데이트를 하고 있다. 주말 저녁에 어머니와 지인을 모시고 상해에서 즐겨갔던 하이디라오를 찾아갔다. 하지만 슬프게도 지인은 마라 향신료가 맞지 않아 전혀 못 먹고 어머니도 마라는 못 드시고 하얀소스만 좀 드시긴 했는데 많이 드시진 않았다. 그래도 가격은 센 편이라 두 명은 거의 안 먹었는데도 3명이서 97,300원이 나왔다. 확실히 상해보다는 서비스도 맛도 떨어지지만 추억이 있어서 그런지 나는 맛있게 먹었는데 아마도 처음이자 마지막 방문이 될 것 같기도 하다. 그러나 누구든지 갈 의향이 있다면 나는 더 방문할 의사가 있다!",4,ました,http://t1.daumcdn.net/local/kakaomapPhoto/profile/54a076fc53076e29b85a563264b9ce661097c59b?original,S,7,0,1939858822,"[{'url': 'http://t1.daumcdn.net/local/kakaomapPhoto/review/34951358a859441ff71f1f2fc41fa40a2d27089e?original', 'near': False}, {'url': 'http://t1.daumcdn.net/local/kakaomapPhoto/review/642dd7b616f3c15c21611118a9291749b6ef7a15?original', 'near': False}, {'url': 'http://t1.daumcdn.net/local/kakaomapPhoto/review/b3c3d5b8185d802b4373b42809207d1306914725?original', 'near': False}, {'url': 'http://t1.daumcdn.net/local/kakaomapPhoto/review/0b7892d3ff6da9cc5965f85d44ac9a5b890a5e1a?original', 'near': False}, {'url': 'http://t1.daumcdn.net/local/kakaomapPhoto/review/6bde949ce706b71c4b9fe7b99ea5f9d88e5046c8?original', 'near': False}, {'url': 'http://t1.daumcdn.net/local/kakaomapPhoto/review/2d8f5ae41a412fa8657781e495fbab21f188d8b0?original', 'near': False}, {'url': 'http://t1.daumcdn.net/local/kakaomapPhoto/review/2563bc389418af81da4b5a7a95daba5b0f7b1f9c?original', 'near': False}]",{},,295,4.0,False,"{'nowLevel': 66, 'badge': '04'}",2022.04.18.,False,False,False,False,http://t1.daumcdn.net/local/kakaomapPhoto/review/34951358a859441ff71f1f2fc41fa40a2d27089e?original,,0,요즘 어머니와 주말마다 데이트를 하고 있다 주말 저녁에 어머니와 지인을 모시고 상해에서 즐겨갔던 하이디라오를 찾아갔다 하지만 슬프게도 지인은 마라 향신료가 맞지 않아 전혀 못 먹고 어머니도 마라는 못 드시고 하얀소스만 좀 드시긴 했는데 많이 드시진 않았다 그래도 가격은 센 편이라 두 명은 거의 안 먹었는데도 명이서 원이 나왔다 확실히 상해보다는 서비스도 맛도 떨어지지만 추억이 있어서 그런지 나는 맛있게 먹었는데 아마도 처음이자 마지막 방문이 될 것 같기도 하다 그러나 누구든지 갈 의향이 있다면 나는 더 방문할 의사가 있다
5102183,머리끈너무짱짱하고조아요,5,적셔리,http://t1.daumcdn.net/local/kakaomapPhoto/profile/316db6b0f1458117ecd926361f7f2ee402ee97e6?original,S,1,0,1643118716,"[{'url': 'http://t1.daumcdn.net/local/kakaomapPhoto/review/4125610986aef61f44e74098fd462bf56b9d0524?original', 'near': False}]",{},,241,4.7,False,"{'nowLevel': 36, 'badge': '03'}",2022.02.24.,False,False,False,False,http://t1.daumcdn.net/local/kakaomapPhoto/review/4125610986aef61f44e74098fd462bf56b9d0524?original,,0,머리끈너무짱짱하고조아요
5037615,"정말 친절하고 맛있음! 화장실도 아주 쾌적. 임신중이라고 아기 선물(손수건, 양말)도 주셨음. 재방문의사 있음!",5,빙빙바,http://t1.daumcdn.net/local/kakaomapPhoto/profile/f23e43d2a5fffba6703c497da9021b26a62ed092?original,S,0,0,484290033,[],{},,9,3.4,False,"{'nowLevel': 7, 'badge': '01'}",2022.02.12.,False,False,False,False,,,0,정말 친절하고 맛있음 화장실도 아주 쾌적 임신중이라고 아기 선물손수건 양말도 주셨음 재방문의사 있음
5018343,눈뜨고 코 베이징 올림픽 이후. 불매하기로. ,1,맛평가,http://t1.daumcdn.net/local/kakaomapPhoto/profile/6599ca3fe597d72789b56b30dacc66f4f434d75b?original,S,0,0,1486816049,[],{},,29,1.9,False,"{'nowLevel': 19, 'badge': '02'}",2022.02.08.,False,False,False,False,,,2,눈뜨고 코 베이징 올림픽 이후 불매하기로 
5013634,주문 개어려운데 개맛있음,5,직장인A,http://t1.daumcdn.net/local/kakaomapPhoto/profile/391550f435fac10580328870bf406f9dbfef1a81?original,S,0,0,806513043,[],{},,9,4.0,False,"{'nowLevel': 16, 'badge': '02'}",2022.02.07.,False,False,False,False,,,0,주문 개어려운데 개맛있음
4768612,"말이필요없는 하이디라오 서비스, 청결, 맛 빠지는거 없쥬",5,ヒーちゃん,http://t1.daumcdn.net/local/kakaomapPhoto/profile/0569e9a4392c5467d1c9f47f40e6f5bd72d81c88?original,S,3,0,540535797,"[{'url': 'http://t1.daumcdn.net/local/kakaomapPhoto/review/f3c203d8d56b6deaeef24cb7cbaf54b42f96527c?original', 'near': False}, {'url': 'http://t1.daumcdn.net/local/kakaomapPhoto/review/7841a6737e41465d1459c296fc845cfd4c6f2414?original', 'near': False}, {'url': 'http://t1.daumcdn.net/local/kakaomapPhoto/review/76323501dff9833a8c634f901129d013f5bbfab8?original', 'near': False}]",{},,12,4.8,False,"{'nowLevel': 11, 'badge': '02'}",2021.12.21.,False,False,False,False,http://t1.daumcdn.net/local/kakaomapPhoto/review/f3c203d8d56b6deaeef24cb7cbaf54b42f96527c?original,,0,말이필요없는 하이디라오 서비스 청결 맛 빠지는거 없쥬
4738638,방으로 미리 예약하고 갔다 왔습니다 미리 예약하고 가는 거 완전 추천!! 주말에 갔는데도 지인들과 대화도 소음의 방해 없이 나눌 수 있어요 직원분들도 친절하심 근데 주말에 가면 수타면 퍼포먼스 못 보는 게 좀 아쉬움,5,민주,https://p.kakaocdn.net/th/talkp/woYKTRAc6J/RwblrHwWQWkLve0eqtS1t0/breemh_640x640_s.jpg,S,1,0,1335236131,"[{'url': 'http://t1.daumcdn.net/local/kakaomapPhoto/review/b9a6c4c3d2d9b156300ee8c9ab91cc02ec7160b7?original', 'near': False}]",{},,4,4.8,False,"{'nowLevel': 6, 'badge': '01'}",2021.12.14.,False,False,False,False,http://t1.daumcdn.net/local/kakaomapPhoto/review/b9a6c4c3d2d9b156300ee8c9ab91cc02ec7160b7?original,,0,방으로 미리 예약하고 갔다 왔습니다 미리 예약하고 가는 거 완전 추천 주말에 갔는데도 지인들과 대화도 소음의 방해 없이 나눌 수 있어요 직원분들도 친절하심 근데 주말에 가면 수타면 퍼포먼스 못 보는 게 좀 아쉬움
4689319,여기 왜 직원들이 다 중국인이에요..? 중국인줄.. ,1,no japan,http://t1.daumcdn.net/local/kakaomapPhoto/profile/66b3c1d378c8a76bb73066f02bcbb70578458e67?original,S,0,0,1236886269,[],{},,39,1.0,False,"{'nowLevel': 8, 'badge': '01'}",2021.12.04.,False,False,False,False,,,2,여기 왜 직원들이 다 중국인이에요 중국인줄 
4501318,깔끔 맛도리,5,뮤뮤,http://t1.daumcdn.net/local/kakaomapPhoto/profile/32bca9b6192d189f834bbe41f0d005e9f09a96d4?original,S,0,0,1270991046,[],{},,435,4.0,False,"{'nowLevel': 38, 'badge': '03'}",2021.10.25.,False,False,False,False,,,0,깔끔 맛도리
4411516,사랑합니다,5,최아인,https://p.kakaocdn.net/th/talkp/woTB8mhGmV/HZJabkzthaxNjXUefuieF0/4xe2qt_640x640_s.jpg,S,1,0,1938219902,"[{'url': 'http://t1.daumcdn.net/local/kakaomapPhoto/review/81abb1d249823a54f97fd61dc4e3b8bbb04434ea?original', 'near': False}]",{},,71,4.4,False,"{'nowLevel': 22, 'badge': '02'}",2021.10.07.,False,False,False,False,http://t1.daumcdn.net/local/kakaomapPhoto/review/81abb1d249823a54f97fd61dc4e3b8bbb04434ea?original,,0,사랑합니다
4343605,가격은 비싼게 아쉽지만 그래도 서비스는 좋고 맛있어서 좋습니다!!,4,민석💖,https://p.kakaocdn.net/th/talkp/woQYIwO4YX/zHG4FUhYvgWt9aku5kidoK/tm4b0o_640x640_s.jpg,S,0,0,1207998964,[],{},,72,4.8,False,"{'nowLevel': 22, 'badge': '02'}",2021.09.24.,False,False,False,False,,,0,가격은 비싼게 아쉽지만 그래도 서비스는 좋고 맛있어서 좋습니다
4268321,"가성비가 좋은 편은 아니지만, 비싼 만큼 좋은 서비스와 위생에 또 찾게 되는 곳입니다. 마라탕이 다른 곳보다 맵고 얼얼하니 보통보다 덜 맵게 드셔도 좋을 것 같아요.",4,펭귄오리,http://t1.daumcdn.net/local/kakaomapPhoto/profile/c3d3a63bc15495ae0b4ee99adc20a963016fbfc1?original,S,0,0,1200061322,[],{},,49,4.0,False,"{'nowLevel': 23, 'badge': '02'}",2021.09.10.,False,False,False,False,,,0,가성비가 좋은 편은 아니지만 비싼 만큼 좋은 서비스와 위생에 또 찾게 되는 곳입니다 마라탕이 다른 곳보다 맵고 얼얼하니 보통보다 덜 맵게 드셔도 좋을 것 같아요
4219133,"평도 좋고 과다친절이라고 할 정도로 친절하다고 해서 방문했는데 전혀 아니라 다신 안 갈 것 같아요 첫방문이라고 말씀드렸는데 교육받는 중인 남자알바분 붙여주시더라구요. 주문받는데 아무말 없이 그냥 계시니까 상당히 뻘쭘하고 불편했어요
그리고 하이디라오 회원가입하라고 권유하는데 괜찮다고 거절했더니 못 들으신 건지 전화번호만 입력하면 된다고 또 권유하시더라고요 ㅎㅎ;;주문하는 내내 직원분 표정도 어둡고 설명도 안해주시고 맵기조절도 물어보지 않아서 제가 최대한 덜 맵게 해달라고 부탁드렸어요 근데 전달이 안 된건지 너무 매워서 기침이 나고 먹을 수가 없더라고요 야채,당면 선택했는데 배추랑 청경채 당면 중국당면 2종류씩 줍니다 소스바는 그냥그래요 세트메뉴 세일한 가격이 18000원인데 가성비와 맛,친절도 모두 떨어지네요 그냥 마라탕집가서 푸짐하게 먹을 걸 후회가 됩니다 옆테이블은 여자직원분이 안내해주던데 불편하지 않을 정도로 친절하게 대해주시더라고요 ! ㅠㅠ 첫방문자에겐 어려워서 설명이 좀 더 필요할 것 같아요~그리고 젓가락이랑 접시 숟가락(애기 숟가락인 줄..)모두 먹기에 불편하네여",1,꽁하면꽁치니,http://th-p.talk.kakao.co.kr/th/talkp/wk9hwUCM4z/FKMv4MoVwrwpwkUGQt4P6k/ftrh57.jpg,S,2,0,905778533,"[{'url': 'http://t1.daumcdn.net/local/kakaomapPhoto/review/6ba3bfd29999f6c4ec2fe018cbbcb734c9bd96a8?original', 'near': False}, {'url': 'http://t1.daumcdn.net/local/kakaomapPhoto/review/2b056dbb33c550a7172bd37779e31d177550e4ed?original', 'near': False}]",{},,24,3.9,False,"{'nowLevel': 14, 'badge': '02'}",2021.08.31.,False,False,False,False,http://t1.daumcdn.net/local/kakaomapPhoto/review/6ba3bfd29999f6c4ec2fe018cbbcb734c9bd96a8?original,,2,평도 좋고 과다친절이라고 할 정도로 친절하다고 해서 방문했는데 전혀 아니라 다신 안 갈 것 같아요 첫방문이라고 말씀드렸는데 교육받는 중인 남자알바분 붙여주시더라구요 주문받는데 아무말 없이 그냥 계시니까 상당히 뻘쭘하고 불편했어요그리고 하이디라오 회원가입하라고 권유하는데 괜찮다고 거절했더니 못 들으신 건지 전화번호만 입력하면 된다고 또 권유하시더라고요 ㅎㅎ주문하는 내내 직원분 표정도 어둡고 설명도 안해주시고 맵기조절도 물어보지 않아서 제가 최대한 덜 맵게 해달라고 부탁드렸어요 근데 전달이 안 된건지 너무 매워서 기침이 나고 먹을 수가 없더라고요 야채당면 선택했는데 배추랑 청경채 당면 중국당면 종류씩 줍니다 소스바는 그냥그래요 세트메뉴 세일한 가격이 원인데 가성비와 맛친절도 모두 떨어지네요 그냥 마라탕집가서 푸짐하게 먹을 걸 후회가 됩니다 옆테이블은 여자직원분이 안내해주던데 불편하지 않을 정도로 친절하게 대해주시더라고요  ㅠㅠ 첫방문자에겐 어려워서 설명이 좀 더 필요할 것 같아요그리고 젓가락이랑 접시 숟가락애기 숟가락인 줄모두 먹기에 불편하네여
4092050,"맛있어요! 그리고 세상에서 제일 친절함.....진짜 친절나라의 친절이들이 모여서 만든 훠거집같음
그리고 콘샐러드가 맛있어서 좋아....그리고 끝나고 엑설런트도 꺼내먹을 수 있다 또갈거야",4,서대문구대표돼지,http://t1.daumcdn.net/local/kakaomapPhoto/profile/39d639bee80e989f020571e97f46aa01665c8768?original,S,2,2,1035744287,"[{'url': 'http://t1.daumcdn.net/local/kakaomapPhoto/review/97e931a982e84d3ffaf04e9b8c9d5ed342852798?original', 'near': False}, {'url': 'http://t1.daumcdn.net/local/kakaomapPhoto/review/954aef0df1d62431db7bfe4acd1c08539f60e2d5?original', 'near': False}]",{},,872,3.3,False,"{'nowLevel': 78, 'badge': '04'}",2021.08.20.,False,False,False,False,http://t1.daumcdn.net/local/kakaomapPhoto/review/97e931a982e84d3ffaf04e9b8c9d5ed342852798?original,,0,맛있어요 그리고 세상에서 제일 친절함진짜 친절나라의 친절이들이 모여서 만든 훠거집같음그리고 콘샐러드가 맛있어서 좋아그리고 끝나고 엑설런트도 꺼내먹을 수 있다 또갈거야
3990947,"여기 별점 높은 거 이상함
직원분들은 친절한데 
가성비는 떨어지고 먹은게 만족스럽지는 않네요.
동네 훠궈집이 훨 나은... 저는 재방문의사 없음요.",1,'  ㅁ ',http://t1.daumcdn.net/local/kakaomapPhoto/profile/d278dfb4e15b70deb1af8045dbf5c460a23d7133?original,S,0,3,258186302,[],{},,192,4.3,False,"{'nowLevel': 36, 'badge': '03'}",2021.08.19.,False,False,False,False,,,2,여기 별점 높은 거 이상함직원분들은 친절한데 가성비는 떨어지고 먹은게 만족스럽지는 않네요동네 훠궈집이 훨 나은 저는 재방문의사 없음요
4034819,"섬세한 서비스와 위생적인 매장
매번 갈때마다 새로운 소스 도전해보는 재미가 있어요 ㅎㅎ",5,남남긋,http://t1.daumcdn.net/local/kakaomapPhoto/profile/47fbe4b667c60051e95cef4e0fc6cfffcb1a61e9?original,S,0,0,959696897,[],{},,89,4.5,False,"{'nowLevel': 24, 'badge': '02'}",2021.07.29.,False,False,False,False,,,0,섬세한 서비스와 위생적인 매장매번 갈때마다 새로운 소스 도전해보는 재미가 있어요 ㅎㅎ
3968345,세상맛있다,5,kw,http://t1.daumcdn.net/local/kakaomapPhoto/profile/67680ba47db0884210383698d3f48b2fb2371f9f?original,S,0,0,742777605,[],{},,39,4.5,False,"{'nowLevel': 16, 'badge': '02'}",2021.07.17.,False,False,False,False,,,0,세상맛있다
3884325,"최고예요 넘 맛있어요
직원분들도 와방 친절하시고 타지점보다 서비스가 훨씬 좋았어요! 카운터 쪽에 구비된 냉장고에서 엑설런트도 후식으로 꺼내 먹을 수 있어요 굿
",5,훈발이,http://t1.daumcdn.net/local/kakaomapPhoto/profile/56c4b999cb77edd900aaf3f5f6f0cb592a3270b9?original,S,1,0,1362390183,"[{'url': 'http://t1.daumcdn.net/local/kakaomapPhoto/review/23c4bf43dcc98f03fe331f434854091c40b41ac8?original', 'near': False}]",{},,292,4.7,False,"{'nowLevel': 45, 'badge': '03'}",2021.07.02.,False,False,False,False,http://t1.daumcdn.net/local/kakaomapPhoto/review/23c4bf43dcc98f03fe331f434854091c40b41ac8?original,,0,최고예요 넘 맛있어요직원분들도 와방 친절하시고 타지점보다 서비스가 훨씬 좋았어요 카운터 쪽에 구비된 냉장고에서 엑설런트도 후식으로 꺼내 먹을 수 있어요 굿
